pk,season,type,startDate,endDate,status,teamAwayID,teamHomeID
2019020175,20192020,R,2019-10-27T23:00:00Z,2019-10-28T01:32:02Z,Final,26,16
2019020176,20192020,R,2019-10-28T00:00:00Z,2019-10-28T02:48:28Z,Final,24,54
2019020177,20192020,R,2019-10-28T23:00:00Z,2019-10-29T01:44:20Z,Final,53,7
2019020178,20192020,R,2019-10-29T02:00:00Z,2019-10-29T04:28:48Z,Final,13,23
2019020179,20192020,R,2019-10-29T23:00:00Z,2019-10-30T02:30:00Z,Final,28,6
2019020180,20192020,R,2019-10-29T23:00:00Z,2019-10-30T02:13:11Z,Final,15,10
2019020181,20192020,R,2019-10-29T23:30:00Z,2019-10-30T02:22:20Z,Final,14,3
2019020182,20192020,R,2019-10-29T23:00:00Z,2019-10-30T01:39:29Z,Final,4,5
2019020183,20192020,R,2019-10-29T23:00:00Z,2019-10-30T01:42:24Z,Final,20,12
2019020184,20192020,R,2019-10-29T23:30:00Z,2019-10-30T02:06:33Z,Final,22,17
2019020185,20192020,R,2019-10-30T00:00:00Z,2019-10-30T02:34:20Z,Final,16,18
2019020186,20192020,R,2019-10-30T00:30:00Z,2019-10-30T03:10:12Z,Final,30,25
2019020187,20192020,R,2019-10-30T02:00:00Z,2019-10-30T04:41:35Z,Final,52,24
2019020188,20192020,R,2019-10-30T23:00:00Z,2019-10-31T01:41:26Z,Final,14,1
2019020189,20192020,R,2019-10-30T23:30:00Z,2019-10-31T02:05:04Z,Final,22,29
2019020190,20192020,R,2019-10-31T00:00:00Z,2019-10-31T02:40:22Z,Final,30,19
2019020191,20192020,R,2019-10-31T02:00:00Z,2019-10-31T05:00:52Z,Final,13,21
2019020192,20192020,R,2019-10-31T02:00:00Z,2019-10-31T04:35:06Z,Final,8,53
2019020193,20192020,R,2019-10-31T02:30:00Z,2019-10-31T05:11:39Z,Final,23,26
2019020194,20192020,R,2019-11-01T00:00:00Z,2019-11-01T02:41:25Z,Final,20,18
2019020195,20192020,R,2019-11-01T02:00:00Z,2019-11-01T04:40:25Z,Final,8,54
2019020196,20192020,R,2019-11-01T23:00:00Z,2019-11-02T02:06:17Z,Final,4,1
2019020197,20192020,R,2019-11-01T23:00:00Z,2019-11-02T01:36:37Z,Final,14,2
2019020198,20192020,R,2019-11-01T23:00:00Z,2019-11-02T01:51:41Z,Final,7,15
2019020199,20192020,R,2019-11-01T23:30:00Z,2019-11-02T02:06:46Z,Final,17,12
2019020200,20192020,R,2019-11-02T00:00:00Z,2019-11-02T02:42:01Z,Final,29,19
2019020201,20192020,R,2019-11-02T01:00:00Z,2019-11-02T03:44:05Z,Final,25,21
2019020202,20192020,R,2019-11-02T02:00:00Z,2019-11-02T04:39:52Z,Final,23,24
2019020203,20192020,R,2019-11-02T02:30:00Z,2019-11-02T05:06:46Z,Final,52,28
2019020204,20192020,R,2019-11-02T17:00:00Z,2019-11-02T19:49:35Z,Final,22,5
2019020205,20192020,R,2019-11-02T18:00:00Z,2019-11-02T20:28:49Z,Final,3,18
2019020206,20192020,R,2019-11-02T23:00:00Z,2019-11-03T04:03:47Z,Final,9,6
2019020207,20192020,R,2019-11-02T23:00:00Z,2019-11-03T02:25:56Z,Final,2,7
2019020208,20192020,R,2019-11-02T23:00:00Z,2019-11-03T02:32:19Z,Final,17,13
2019020209,20192020,R,2019-11-02T23:00:00Z,2019-11-03T02:56:06Z,Final,10,4
2019020210,20192020,R,2019-11-02T23:00:00Z,2019-11-03T02:45:54Z,Final,1,12
2019020211,20192020,R,2019-11-02T23:00:00Z,2019-11-03T02:38:18Z,Final,20,29
2019020212,20192020,R,2019-11-02T23:00:00Z,2019-11-03T01:49:15Z,Final,8,25
2019020213,20192020,R,2019-11-03T00:00:00Z,2019-11-03T03:43:05Z,Final,19,30
2019020214,20192020,R,2019-11-03T01:00:00Z,2019-11-03T03:32:01Z,Final,21,53
2019020215,20192020,R,2019-11-03T02:00:00Z,2019-11-03T05:51:15Z,Final,52,54
2019020216,20192020,R,2019-11-03T02:00:00Z,2019-11-03T05:42:32Z,Final,23,28
2019020217,20192020,R,2019-11-03T02:30:00Z,2019-11-03T05:16:53Z,Final,16,26
2019020218,20192020,R,2019-11-04T00:00:00Z,2019-11-04T02:41:35Z,Final,20,15
2019020219,20192020,R,2019-11-04T01:00:00Z,2019-11-04T03:43:00Z,Final,16,24
2019020220,20192020,R,2019-11-05T00:00:00Z,2019-11-05T02:41:35Z,Final,5,6
2019020221,20192020,R,2019-11-05T00:00:00Z,2019-11-05T02:46:33Z,Final,9,3
2019020222,20192020,R,2019-11-05T00:30:00Z,2019-11-05T03:06:49Z,Final,18,17
2019020223,20192020,R,2019-11-05T02:00:00Z,2019-11-05T04:38:09Z,Final,53,22
2019020224,20192020,R,2019-11-06T00:30:00Z,2019-11-06T03:15:15Z,Final,6,8
2019020225,20192020,R,2019-11-06T00:00:00Z,2019-11-06T02:42:07Z,Final,9,2
2019020226,20192020,R,2019-11-06T00:00:00Z,2019-11-06T02:34:21Z,Final,12,4
2019020227,20192020,R,2019-11-06T00:00:00Z,2019-11-06T02:37:19Z,Final,54,29
2019020228,20192020,R,2019-11-06T00:30:00Z,2019-11-06T03:05:52Z,Final,26,10
2019020229,20192020,R,2019-11-06T01:00:00Z,2019-11-06T03:49:50Z,Final,1,52
2019020230,20192020,R,2019-11-06T01:30:00Z,2019-11-06T04:11:59Z,Final,21,25
2019020231,20192020,R,2019-11-06T02:00:00Z,2019-11-06T04:50:22Z,Final,53,20
2019020232,20192020,R,2019-11-06T03:00:00Z,2019-11-06T05:34:59Z,Final,19,23
2019020233,20192020,R,2019-11-06T03:00:00Z,2019-11-06T05:38:16Z,Final,30,24
2019020234,20192020,R,2019-11-06T03:00:00Z,2019-11-06T05:36:41Z,Final,16,28
