,player1Id,player2Id,count
409,8476278,8476826,3
410,8475765,8479385,3
411,8475786,8476454,3
412,8480003,8476923,3
413,8475343,8474176,3
414,8475784,8478109,3
415,8480039,8482093,3
416,8480002,8481559,3
417,8478864,8471274,3
418,8478856,8481617,3
419,8475324,8475200,3
420,8480029,8482116,3
421,8480029,8479458,3
422,8478873,8474031,3
423,8476934,8476927,3
424,8475754,8465009,3
425,8480002,8476923,3
426,8480012,8475171,3
427,8478550,8476458,3
428,8478550,8476459,3
429,8474150,8478233,3
430,8475793,8474600,3
431,8480029,8479376,3
432,8474563,8471685,3
433,8480029,8477015,3
434,8478873,8482142,3
435,8478873,8481533,3
436,8476981,8473507,3
437,8478873,8476854,3
438,8479385,8475765,3
439,8474600,8475168,3
440,8475218,8478851,3
441,8476878,8473449,3
442,8474683,8482142,3
443,8476460,8477504,3
444,8479343,8476329,3
445,8475166,8477021,3
446,8479407,8476923,3
447,8476458,8479323,3
448,8476458,8476624,3
449,8476871,8476468,3
450,8476871,8478856,3
451,8475168,8475793,3
452,8476456,8477932,3
453,8480801,8482245,3
454,8476872,8474037,3
455,8476456,8473512,3
456,8479337,8481523,3
457,8476872,8478439,3
458,8479337,8478440,3
459,8475169,8477934,3
460,8479337,8473604,3
461,8479344,8478402,3
462,8476853,8477939,3
463,8474715,8473512,3
464,8475158,8479385,3
465,8479385,8480023,3
466,8476468,8480012,3
467,8475151,8470610,3
468,8479385,8475158,3
469,8476483,8474641,3
470,8476483,8481533,3
471,8480796,8476880,3
472,8476468,8475171,3
473,8474884,8475848,3
474,8474715,8473544,3
475,8479400,8477220,3
476,8474870,8473604,3
477,8479365,8475745,3
478,8479365,8475225,3
479,8479353,8477447,3
480,8477402,8476892,3
481,8479402,8474161,3
482,8476826,8479293,3
483,8479414,8477435,3
484,8474641,8478873,3
485,8474586,8475768,3
486,8479336,8471685,3
487,8475184,8476458,3
488,8479323,8478550,3
489,8479525,8479410,3
490,8479542,8473604,3
491,8479542,8474141,3
492,8476389,8478427,3
493,8479318,8480043,3
494,8476887,8478851,3
495,8480821,8481542,3
496,8476887,8479371,3
497,8476389,8476882,3
498,8480144,8476853,3
499,8476889,8476822,3
500,8474589,8478469,3
501,8479542,8479337,3
502,8476329,8479343,3
503,8474586,8482665,3
504,8479318,8474673,3
505,8476329,8476906,3
506,8476399,8478233,3
507,8476399,8478430,3
508,8474600,8479371,3
509,8479325,8473419,3
510,8474641,8475764,3
511,8474641,8474031,3
512,8475170,8475765,3
513,8476880,8474590,3
514,8476455,8475172,3
515,8476454,8475786,3
516,8480806,8476854,3
517,8476881,8470613,3
518,8476453,8470621,3
519,8476882,8477950,3
520,8476448,8476539,3
521,8475172,8476455,3
522,8476442,8474009,3
523,8476438,8475158,3
524,8480813,8474040,3
525,8479514,8477451,3
526,8476882,8476389,3
527,8476419,8470610,3
528,8474149,8475913,3
529,8475726,8480018,3
530,8482113,8478366,3
531,8477952,8480459,3
532,8477955,8478407,3
533,8478458,8478460,3
534,8478458,8474161,3
535,8477955,8475149,3
536,8482113,8477933,3
537,8473604,8474141,3
538,8481540,8474884,3
539,8477498,8475786,3
540,8482110,8481559,3
541,8477500,8475171,3
542,8478133,8479514,3
543,8473512,8476461,3
544,8473512,8476456,3
545,8477952,8477479,3
546,8477500,8476871,3
547,8478445,8474573,3
548,8477501,8475172,3
549,8477501,8477444,3
550,8477501,8477492,3
551,8477501,8480069,3
552,8470794,8475906,3
553,8473994,8475794,3
554,8471215,8471724,3
555,8478131,8477939,3
556,8478483,8476853,3
557,8477979,8481618,3
558,8477447,8474149,3
559,8477447,8474565,3
560,8474037,8478439,3
561,8478474,8477951,3
562,8477964,8476438,3
563,8477451,8475220,3
564,8470621,8474151,3
565,8477456,8481618,3
566,8478462,8474565,3
567,8470621,8477930,3
568,8482116,8480029,3
569,8477479,8477952,3
570,8477960,8478911,3
571,8470638,8475791,3
572,8477960,8474563,3
573,8473994,8480036,3
574,8473994,8478495,3
575,8473994,8476902,3
576,8477501,8481524,3
577,8477949,8481522,3
578,8477444,8481618,3
579,8477934,8479344,3
580,8477933,8482113,3
581,8471669,8480145,3
582,8471675,8471215,3
583,8471675,8471724,3
584,8471675,8476483,3
585,8477934,8475197,3
586,8478398,8482149,3
587,8471794,8481186,3
588,8477942,8475179,3
589,8477934,8479977,3
590,8478398,8477429,3
591,8481617,8480800,3
592,8478403,8476539,3
593,8478403,8474149,3
594,8471685,8477960,3
595,8478401,8480002,3
596,8478401,8482110,3
597,8478402,8470281,3
598,8478402,8477498,3
599,8477940,8471669,3
600,8478413,8478493,3
601,8482078,8479425,3
602,8482109,8479323,3
603,8477573,8475170,3
604,8478440,8479337,3
605,8482109,8476459,3
606,8478440,8477495,3
607,8477505,8477987,3
608,8473449,8480196,3
609,8471218,8476460,3
610,8478434,8479353,3
611,8481559,8477435,3
612,8477511,8474189,3
613,8473449,8476878,3
614,8471669,8471218,3
615,8478430,8476346,3
616,8478427,8482093,3
617,8478427,8476389,3
618,8477946,8479425,3
619,8477903,8474590,3
620,8477903,8475343,3
621,8473419,8478498,3
622,8478398,0,3
623,8481577,8476393,3
624,8478109,8481522,3
625,8478402,8475786,3
626,8478493,8474716,3
627,8478020,8478434,3
628,8478508,8476925,3
629,8470604,8477404,3
630,8474102,8477964,3
631,8477987,8476467,3
632,8469455,8478115,3
633,8478055,8477933,3
634,8477407,8477933,3
635,8478038,8475172,3
636,8478010,8474564,3
637,8478498,8479325,3
638,8474053,8478414,3
639,8478500,8475763,3
640,8478495,8480036,3
641,8478010,8475167,3
642,8478010,8476292,3
643,8481068,8481559,3
644,8478493,8477942,3
645,8481068,8482110,3
646,8470604,8471724,3
647,8477429,8478398,3
648,8477444,8475172,3
649,8482705,8474161,3
650,8477416,8474679,3
651,8478042,8476479,3
652,8477444,8478420,3
653,8477404,8470604,3
654,8470604,8477953,3
655,8470610,8480865,3
656,8474141,8477495,3
657,8478483,8477939,3
658,8477416,8476432,3
659,8477416,8478460,3
660,8474141,8476979,3
661,8479525,8477426,2
662,8476374,8480762,2
663,8476374,8480074,2
664,8477950,8475855,2
665,8479525,8480172,2
666,8479542,8476979,2
667,8476392,8476952,2
668,8476374,8477503,2
669,8477950,8478427,2
670,8476419,8480789,2
671,8478233,8478396,2
672,8478366,8482113,2
673,8477947,8482142,2
674,8479514,8476437,2
675,8479514,8475848,2
676,8477947,8476483,2
677,8477947,8474641,2
678,8480012,8476468,2
679,8475754,8475151,2
680,8478366,8478055,2
681,8476389,8476869,2
682,8478233,8477497,2
683,8477948,8480028,2
684,8478233,8476399,2
685,8476432,8477416,2
686,8475754,8478445,2
687,8478366,8475184,2
688,8476393,8481577,2
689,8477949,8478109,2
690,8478055,8477935,2
691,8479525,8478416,2
692,8476389,8477950,2
693,8479525,8470621,2
694,8478233,8475726,2
695,8475754,8476917,2
696,8477949,8475784,2
697,8476392,8476331,2
698,8478366,8477986,2
699,8478233,8477507,2
700,8479523,8477409,2
701,8477986,8477493,2
702,8478047,8475718,2
703,8476432,8478460,2
704,8478038,8478420,2
705,8475745,8473419,2
706,8480018,8475233,2
707,8476454,8475197,2
708,8480018,8475726,2
709,8478038,8479398,2
710,8477942,8477451,2
711,8479415,8477435,2
712,8477942,8476463,2
713,8478038,8480069,2
714,8475744,8476880,2
715,8478046,8477953,2
716,8478401,8476923,2
717,8478042,8478911,2
718,8478401,8479407,2
719,8477941,8480849,2
720,8478042,8480434,2
721,8477941,8477951,2
722,8478043,8476931,2
723,8477941,8470626,2
724,8478046,8476875,2
725,8475728,8478474,2
726,8478402,8471734,2
727,8479414,8476462,2
728,8478398,8480145,2
729,8478398,8478431,2
730,8476432,8478882,2
731,8478398,8477940,2
732,8478047,8478115,2
733,8476432,8479339,2
734,8475753,8480023,2
735,8479511,8477341,2
736,8476437,8476826,2
737,8476437,8478864,2
738,8476374,8474161,2
739,8475753,8476897,2
740,8478020,8476539,2
741,8478396,8478397,2
742,8479420,8481522,2
743,8477946,8476480,2
744,8477944,8480459,2
745,8479420,8480807,2
746,8477944,8479425,2
747,8476441,8480018,2
748,8478398,8476460,2
749,8478398,8477220,2
750,8479420,8478109,2
751,8475745,8478498,2
752,8476448,8475188,2
753,8478398,8477504,2
754,8478038,8477492,2
755,8480012,8475163,2
756,8475762,8473419,2
757,8476374,0,2
758,8478099,8474578,2
759,8477960,8481560,2
760,8475798,8475168,2
761,8475768,8476826,2
762,8475798,8476887,2
763,8475798,8478851,2
764,8475799,8473533,2
765,8478131,8480144,2
766,8475799,8474013,2
767,8477987,8476826,2
768,8475799,8476869,2
769,8477960,8480434,2
770,8475799,8476958,2
771,8477960,8480113,2
772,8475794,8477810,2
773,8475799,8477488,2
774,8475799,8478427,2
775,8475799,8480039,2
776,8475799,8480829,2
777,8477989,8476981,2
778,8477960,8476479,2
779,8480002,8482110,2
780,8475810,8477969,2
781,8475810,8478542,2
782,8479941,8478882,2
783,8479933,8481533,2
784,8477989,8478915,2
785,8477962,8481481,2
786,8480002,8481068,2
787,8479542,8477495,2
788,8477987,8470594,2
789,8478109,8480839,2
790,8479999,8479335,2
791,8475786,8475197,2
792,8478109,8480196,2
793,8475784,8476525,2
794,8477979,8481186,2
795,8477979,8479370,2
796,8475790,8473473,2
797,8478115,8474190,2
798,8478109,8479999,2
799,8475791,8475225,2
800,8478115,8476853,2
801,8479992,8476897,2
802,8477962,8481560,2
803,8475791,8475745,2
804,8477987,8474586,2
805,8478115,8477021,2
806,8475791,8479325,2
807,8478115,8478047,2
808,8477964,8476897,2
809,8475793,8475798,2
810,8475772,8476457,2
811,8475793,8481577,2
812,8477964,8475753,2
813,8477964,8475170,2
814,8478131,8475166,2
815,8475766,8478472,2
816,8475766,8474207,2
817,8478067,8477948,2
818,8476329,8478476,2
819,8478211,8476458,2
820,8476292,8474564,2
821,8477952,8482078,2
822,8476292,8476453,2
823,8476292,8478010,2
824,8476292,8478519,2
825,8479644,8481577,2
826,8479619,8471873,2
827,8475764,8474641,2
828,8477952,8481542,2
829,8480009,8474600,2
830,8479553,8482113,2
831,8478057,8479366,2
832,8475842,8474683,2
833,8480009,8475218,2
834,8475763,8477499,2
835,8479543,8478133,2
836,8478233,8473473,2
837,8476346,8477497,2
838,8475763,8476872,2
839,8476346,8477507,2
840,8477998,8477498,2
841,8477986,8477409,2
842,8478233,8475690,2
843,8477951,8479341,2
844,8477998,8478585,2
845,8475764,8478873,2
846,8479661,8475218,2
847,8477953,8471675,2
848,8479661,8476988,2
849,8479933,8477499,2
850,8479718,8474564,2
851,8477960,0,2
852,8477996,8474568,2
853,8477956,8476891,2
854,8478067,8474715,2
855,8478402,8475178,2
856,8475855,8477488,2
857,8475906,8470794,2
858,8477955,8479987,2
859,8479675,8481481,2
860,8477996,8477353,2
861,8475765,8476892,2
862,8477955,8477987,2
863,8477955,8475768,2
864,8475765,8476792,2
865,8475913,8474565,2
866,8479675,8478911,2
867,8475765,8475170,2
868,8479661,8481577,2
869,8477953,8478542,2
870,8476278,8478891,2
871,8475765,8475158,2
872,8479661,8478508,2
873,8478146,8477996,2
874,8477402,8477964,2
875,8476461,8471735,2
876,8477939,8478483,2
877,8476906,8473548,2
878,8479316,8480009,2
879,8477454,8476480,2
880,8478474,8475728,2
881,8477451,8475179,2
882,8478474,8476329,2
883,8476897,8480459,2
884,8476902,8470794,2
885,8479316,8475793,2
886,8477451,8471274,2
887,8479314,8478397,2
888,8479314,8478396,2
889,8478483,8474673,2
890,8476905,8476539,2
891,8479314,8477497,2
892,8477446,8479644,2
893,8479318,8469455,2
894,8476906,8476851,2
895,8476906,8477951,2
896,8477446,8475218,2
897,8479314,8474150,2
898,8476913,8478585,2
899,8479293,8476826,2
900,8477444,8480069,2
901,8476919,8474589,2
902,8479066,8471887,2
903,8479066,8466138,2
904,8477444,8478038,2
905,8477444,8477492,2
906,8476923,8479415,2
907,8476923,8481559,2
908,8477456,8475172,2
909,8479318,8470966,2
910,8477939,8478115,2
911,8476887,8475793,2
912,8476881,8479373,2
913,8479325,8470638,2
914,8479324,8479323,2
915,8477492,8477501,2
916,8477488,8476389,2
917,8476882,8480830,2
918,8478462,8480727,2
919,8476885,8480817,2
920,8477482,8480801,2
921,8479323,8476459,2
922,8477482,8474589,2
923,8477479,8480459,2
924,8477479,8480184,2
925,8476887,8475218,2
926,8477479,8479425,2
927,8478472,8473986,2
928,8478463,8475754,2
929,8477479,8477215,2
930,8477479,8476897,2
931,8477479,8474040,2
932,8477478,8478434,2
933,8479318,8478131,2
934,8478466,8474189,2
935,8477476,8477501,2
936,8477476,8476967,2
937,8479318,8477021,2
938,8478466,8481656,2
939,8477456,8481524,2
940,8478469,8480801,2
941,8477456,8477444,2
942,8476925,8479661,2
943,8476927,8471724,2
944,8478904,8482093,2
945,8477407,8477346,2
946,8477409,8477933,2
947,8478856,8480800,2
948,8478856,8477500,2
949,8478856,8476871,2
950,8478856,8475163,2
951,8478585,8480802,2
952,8478585,8477998,2
953,8477290,8476889,2
954,8477330,8476931,2
955,8478569,8477986,2
956,8477330,8477495,2
957,8477330,8479337,2
958,8477330,8479542,2
959,8477407,8478055,2
960,8477406,8480727,2
961,8478904,8477950,2
962,8477406,8478462,2
963,8477346,8478975,2
964,8477346,8480185,2
965,8477353,8477996,2
966,8478550,0,2
967,8478542,8477953,2
968,8478542,8475722,2
969,8477404,8478542,2
970,8477369,8477955,2
971,8477404,8476483,2
972,8478519,8479410,2
973,8478519,8478010,2
974,8477402,8475158,2
975,8478519,8475167,2
976,8477409,8479553,2
977,8477409,8480185,2
978,8477021,8477939,2
979,8477021,8475166,2
980,8477435,8481068,2
981,8478493,8475220,2
982,8476927,8479944,2
983,8476931,8479388,2
984,8477429,8480145,2
985,8478493,8478413,2
986,8476934,8478542,2
987,8476952,8480145,2
988,8476958,8480830,2
989,8477429,8476460,2
990,8478495,8473994,2
991,8478495,8475794,2
992,8478873,8480031,2
993,8478873,8477947,2
994,8478495,8480216,2
995,8478498,8470638,2
996,8476981,8475726,2
997,8478873,8474641,2
998,8478498,8475225,2
999,8477416,8479339,2
1000,8476981,8480018,2
1001,8477416,8477503,2
1002,8476981,8481540,2
1003,8478870,8482133,2
1004,8476994,8477462,2
1005,8476994,8480839,2
1006,8477015,8480801,2
1007,8478864,8476856,2
1008,8477021,8474673,2
1009,8478460,8477416,2
1010,8478460,8474679,2
1011,8477493,8475462,2
1012,8478432,8478474,2
1013,8477932,8477346,2
1014,8479398,8475172,2
1015,8479393,8482133,2
1016,8477930,8480172,2
1017,8476468,8476871,2
1018,8478420,8476455,2
1019,8479393,8470613,2
1020,8477903,8471214,2
1021,8479390,8478043,2
1022,8477839,8475744,2
1023,8479385,8477964,2
1024,8476479,8474563,2
1025,8477839,8473563,2
1026,8478431,8477504,2
1027,8479385,8474102,2
1028,8477505,8475149,2
1029,8476480,8474040,2
1030,8476480,8475794,2
1031,8476480,8477851,2
1032,8479383,8479525,2
1033,8476480,8478477,2
1034,8476480,8479992,2
1035,8479373,8474053,2
1036,8479373,8470613,2
1037,8478439,8475763,2
1038,8476539,0,2
1039,8478439,8476461,2
1040,8477505,8477955,2
1041,8478440,8478452,2
1042,8476539,8477406,2
1043,8478414,8479373,2
1044,8478414,8478870,2
1045,8476462,8478401,2
1046,8479400,8477504,2
1047,8479410,8474564,2
1048,8478402,8476454,2
1049,8478402,8479977,2
1050,8476457,8476826,2
1051,8477935,8480015,2
1052,8476457,8477505,2
1053,8476457,8478407,2
1054,8479407,8482110,2
1055,8477935,8477932,2
1056,8477935,8477493,2
1057,8479407,8478401,2
1058,8479407,8477465,2
1059,8476459,8476458,2
1060,8478407,8476457,2
1061,8477934,8477998,2
1062,8477934,8477498,2
1063,8477934,8476879,2
1064,8478413,8475220,2
1065,8476460,8477220,2
1066,8478413,8475750,2
1067,8479402,8478458,2
1068,8477934,8470281,2
1069,8477933,8479523,2
1070,8476460,8479378,2
1071,8477933,8477935,2
1072,8477404,0,2
1073,8478414,8474578,2
1074,8476461,8478439,2
1075,8477933,8471887,2
1076,8479366,8478057,2
1077,8477504,8478398,2
1078,8477493,8477932,2
1079,8476875,8477953,2
1080,8477498,8476454,2
1081,8476871,8480800,2
1082,8477498,8475169,2
1083,8477497,8479314,2
1084,8478449,8476902,2
1085,8478449,8477290,2
1086,8477497,8476346,2
1087,8479337,8480798,2
1088,8479337,8479388,2
1089,8478449,8480036,2
1090,8476875,8471675,2
1091,8478451,8475855,2
1092,8477496,8477507,2
1093,8477496,8477497,2
1094,8476878,8476525,2
1095,8476624,8476885,2
1096,8477496,8475726,2
1097,8478451,8480039,2
1098,8477495,8479337,2
1099,8476879,8478402,2
1100,8477495,8474141,2
1101,8478452,8481523,2
1102,8476880,8474189,2
1103,8478458,8474679,2
1104,8479328,8478211,2
1105,8477493,8478055,2
1106,8479325,8478498,2
1107,8477493,8477933,2
1108,8476881,8474053,2
1109,8479325,8475791,2
1110,8478449,8471228,2
1111,8478445,8480865,2
1112,8477500,8474568,2
1113,8476871,8474574,2
1114,8477504,8477220,2
1115,8478443,8477931,2
1116,8476792,8475158,2
1117,8476792,8475765,2
1118,8476822,8477290,2
1119,8479353,8477478,2
1120,8477503,8478458,2
1121,8476822,8480036,2
1122,8479351,8480806,2
1123,8476826,8476278,2
1124,8478444,8476871,2
1125,8479346,8479314,2
1126,8479346,8478397,2
1127,8476826,8480901,2
1128,8479346,8477496,2
1129,8479346,8475714,2
1130,8479346,8474667,2
1131,8479346,8474150,2
1132,8477501,8481186,2
1133,8479345,8480849,2
1134,8479345,8473548,2
1135,8479344,8480803,2
1136,8478445,8470610,2
1137,8479344,8476454,2
1138,8476856,8481557,2
1139,8477500,8481617,2
1140,8479343,8471873,2
1141,8476869,8477488,2
1142,8476869,8480039,2
1143,8477511,8473563,2
1144,8476389,8480039,2
1145,8475200,8477839,2
1146,8474612,8476779,2
1147,8471698,8474590,2
1148,8475193,8476462,2
1149,8475193,8476923,2
1150,8471698,8473563,2
