,pk,season,type,startDate,endDate,status,teamAwayID,teamHomeID
557,2021020558,20212022,R,2021-12-31T03:00:00Z,2021-12-31T05:42:28Z,Final,20,55
558,2021020559,20212022,R,2022-02-11T00:00:00Z,2022-02-11T02:27:29Z,Final,5,9
559,2021020560,20212022,R,2022-01-01T00:30:00Z,2022-01-01T03:01:28Z,Final,15,17
560,2021020561,20212022,R,2022-01-01T00:00:00Z,2022-01-01T02:52:41Z,Final,3,14
561,2021020562,20212022,R,2021-12-31T18:00:00Z,2021-12-31T20:50:34Z,Final,22,1
562,2021020563,20212022,R,2022-02-13T19:00:00Z,2022-02-13T21:29:25Z,Final,21,25
563,2021020564,20212022,R,2022-02-21T21:00:00Z,2022-02-21T23:29:55Z,Final,52,20
564,2021020565,20212022,R,2021-12-31T20:00:00Z,2021-12-31T22:41:28Z,Final,24,54
565,2021020566,20212022,R,2022-01-01T18:00:00Z,2022-01-01T20:59:17Z,Final,7,6
566,2021020567,20212022,R,2022-01-02T00:00:00Z,2022-01-02T02:59:42Z,Final,9,10
567,2021020568,20212022,R,2022-01-01T18:00:00Z,2022-01-01T20:35:47Z,Final,8,13
568,2021020569,20212022,R,2022-01-01T19:00:00Z,2022-01-01T21:35:50Z,Final,22,2
569,2021020570,20212022,R,2022-01-01T18:00:00Z,2022-01-01T20:41:13Z,Final,12,29
570,2021020571,20212022,R,2022-01-01T19:00:00Z,2022-01-01T21:36:08Z,Final,16,18
571,2021020572,20212022,R,2022-01-02T00:00:00Z,2022-01-02T03:37:08Z,Final,19,30
572,2021020573,20212022,R,2022-01-02T03:30:00Z,2022-01-02T06:18:48Z,Final,4,26
573,2021020574,20212022,R,2022-01-02T03:00:00Z,2022-01-02T05:44:48Z,Final,23,55
574,2021020575,20212022,R,2022-01-02T18:00:00Z,2022-01-02T20:38:17Z,Final,6,17
575,2021020576,20212022,R,2022-01-02T17:30:00Z,2022-01-02T20:08:33Z,Final,14,3
576,2021020577,20212022,R,2022-01-02T18:00:00Z,2022-01-02T20:37:26Z,Final,28,5
577,2021020578,20212022,R,2022-01-02T20:00:00Z,2022-01-02T22:44:47Z,Final,1,15
578,2021020579,20212022,R,2022-01-03T00:00:00Z,2022-01-03T02:29:42Z,Final,20,16
579,2021020580,20212022,R,2022-01-02T20:00:00Z,2022-01-02T22:35:51Z,Final,24,21
580,2021020581,20212022,R,2022-02-21T00:00:00Z,2022-02-21T02:26:28Z,Final,25,53
581,2021020582,20212022,R,2022-01-02T21:00:00Z,2022-01-02T23:39:52Z,Final,52,54
582,2021020583,20212022,R,2022-02-08T00:00:00Z,2022-02-08T02:47:03Z,Final,12,10
583,2021020584,20212022,R,2022-02-23T00:00:00Z,2022-02-23T02:30:04Z,Final,30,9
584,2021020585,20212022,R,2022-01-04T00:00:00Z,2022-01-04T02:32:33Z,Final,22,3
585,2021020586,20212022,R,2022-01-05T00:00:00Z,2022-01-05T02:57:32Z,Final,1,6
586,2021020587,20212022,R,2022-02-11T00:00:00Z,2022-02-11T02:38:05Z,Final,15,8
587,2021020588,20212022,R,2022-01-05T00:30:00Z,2022-01-05T03:14:56Z,Final,28,17
588,2021020589,20212022,R,2022-01-05T00:00:00Z,2022-01-05T02:38:01Z,Final,20,13
589,2021020590,20212022,R,2022-01-05T00:00:00Z,2022-01-05T02:33:30Z,Final,14,29
590,2021020591,20212022,R,2022-01-05T01:30:00Z,2022-01-05T04:10:59Z,Final,21,16
591,2021020592,20212022,R,2022-01-05T02:00:00Z,2022-01-05T04:27:36Z,Final,52,53
592,2021020593,20212022,R,2022-01-05T03:00:00Z,2022-01-05T05:48:16Z,Final,18,54
593,2021020594,20212022,R,2022-01-05T03:00:00Z,2022-01-05T05:44:53Z,Final,4,24
594,2021020595,20212022,R,2022-02-23T03:00:00Z,2022-02-23T05:26:09Z,Final,2,55
595,2021020596,20212022,R,2022-01-06T00:00:00Z,2022-01-06T02:38:29Z,Final,22,10
596,2021020597,20212022,R,2022-01-06T00:30:00Z,2022-01-06T03:24:13Z,Final,19,5
597,2021020598,20212022,R,2022-02-10T03:30:00Z,2022-02-10T05:59:22Z,Final,2,23
598,2021020599,20212022,R,2022-01-07T00:00:00Z,2022-01-07T02:51:25Z,Final,30,6
599,2021020600,20212022,R,2022-01-07T00:00:00Z,2022-01-07T02:31:46Z,Final,28,7
600,2021020601,20212022,R,2022-02-22T00:00:00Z,2022-02-22T02:39:21Z,Final,10,8
601,2021020602,20212022,R,2022-01-07T00:00:00Z,2022-01-07T02:46:20Z,Final,20,14
602,2021020603,20212022,R,2022-01-07T00:00:00Z,2022-01-07T02:29:48Z,Final,29,1
603,2021020604,20212022,R,2022-01-07T00:00:00Z,2022-01-07T02:28:21Z,Final,5,4
604,2021020605,20212022,R,2022-01-07T01:30:00Z,2022-01-07T04:29:16Z,Final,13,25
605,2021020606,20212022,R,2022-01-07T02:00:00Z,2022-01-07T04:41:21Z,Final,52,21
606,2021020607,20212022,R,2022-01-07T02:00:00Z,2022-01-07T04:42:58Z,Final,16,53
607,2021020608,20212022,R,2022-01-07T03:00:00Z,2022-01-07T05:27:57Z,Final,3,54
608,2021020609,20212022,R,2022-01-10T01:00:00Z,2022-01-10T03:51:39Z,Final,17,24
609,2021020610,20212022,R,2022-01-07T03:30:00Z,2022-01-07T06:16:40Z,Final,18,26
610,2021020611,20212022,R,2022-04-19T02:00:00Z,2022-04-19T04:39:37Z,Final,9,55
611,2021020612,20212022,R,2022-01-08T00:00:00Z,2022-01-08T02:39:00Z,Final,20,12
612,2021020613,20212022,R,2022-01-08T01:00:00Z,2022-01-08T03:29:45Z,Final,15,19
613,2021020614,20212022,R,2022-02-13T17:30:00Z,2022-02-13T19:57:39Z,Final,7,8
614,2021020615,20212022,R,2022-01-09T00:00:00Z,2022-01-09T02:42:59Z,Final,6,14
615,2021020616,20212022,R,2022-01-09T00:00:00Z,2022-01-09T02:39:44Z,Final,28,4
616,2021020617,20212022,R,2022-01-09T00:00:00Z,2022-01-09T02:45:54Z,Final,13,12
617,2021020618,20212022,R,2022-01-09T00:00:00Z,2022-01-09T02:49:25Z,Final,1,29
618,2021020619,20212022,R,2022-01-08T19:00:00Z,2022-01-08T21:36:10Z,Final,5,25
619,2021020620,20212022,R,2022-01-09T01:00:00Z,2022-01-09T04:01:38Z,Final,15,30
620,2021020621,20212022,R,2022-02-18T01:00:00Z,2022-02-18T03:31:11Z,Final,55,52
621,2021020622,20212022,R,2022-01-09T00:00:00Z,2022-01-09T02:49:53Z,Final,10,21
622,2021020623,20212022,R,2022-02-12T02:00:00Z,2022-02-12T04:29:43Z,Final,2,22
623,2021020624,20212022,R,2022-01-09T01:00:00Z,2022-01-09T03:51:27Z,Final,18,53
624,2021020625,20212022,R,2022-04-20T02:00:00Z,2022-04-20T04:38:24Z,Final,9,23
625,2021020626,20212022,R,2022-01-09T03:00:00Z,2022-01-09T05:28:09Z,Final,16,54
626,2021020627,20212022,R,2022-01-09T03:00:00Z,2022-01-09T05:37:58Z,Final,3,24
627,2021020628,20212022,R,2022-01-09T03:30:00Z,2022-01-09T06:10:14Z,Final,17,26
628,2021020629,20212022,R,2022-01-09T19:00:00Z,2022-01-09T21:30:37Z,Final,25,19
629,2021020630,20212022,R,2022-02-12T17:30:00Z,2022-02-12T20:06:47Z,Final,29,8
630,2021020631,20212022,R,2022-02-16T00:00:00Z,2022-02-16T02:41:26Z,Final,14,1
631,2021020632,20212022,R,2022-01-11T00:00:00Z,2022-01-11T02:47:23Z,Final,6,15
632,2021020633,20212022,R,2022-02-17T00:00:00Z,2022-02-17T02:35:35Z,Final,30,52
633,2021020634,20212022,R,2022-01-11T02:00:00Z,2022-01-11T04:35:47Z,Final,55,21
634,2021020635,20212022,R,2022-01-16T03:00:00Z,2022-01-16T05:38:15Z,Final,9,22
635,2021020636,20212022,R,2022-01-11T03:30:00Z,2022-01-11T05:57:41Z,Final,3,26
636,2021020637,20212022,R,2022-01-12T00:00:00Z,2022-01-12T02:37:14Z,Final,14,7
637,2021020638,20212022,R,2022-01-12T00:00:00Z,2022-01-12T02:44:02Z,Final,23,13
638,2021020639,20212022,R,2022-02-21T20:00:00Z,2022-02-21T22:50:45Z,Final,12,4
639,2021020640,20212022,R,2022-01-12T00:00:00Z,2022-01-12T02:26:02Z,Final,16,29
640,2021020641,20212022,R,2022-01-12T01:00:00Z,2022-01-12T03:52:33Z,Final,21,18
641,2021020642,20212022,R,2022-02-13T03:00:00Z,2022-02-13T05:38:57Z,Final,2,20
642,2021020643,20212022,R,2022-01-12T03:00:00Z,2022-01-12T05:46:43Z,Final,10,54
643,2021020644,20212022,R,2022-01-12T03:00:00Z,2022-01-12T05:34:47Z,Final,5,24
644,2021020645,20212022,R,2022-01-12T03:30:00Z,2022-01-12T06:00:43Z,Final,17,28
645,2021020646,20212022,R,2022-03-21T23:00:00Z,2022-03-22T01:39:07Z,Final,6,8
646,2021020647,20212022,R,2022-01-13T01:30:00Z,2022-01-13T04:08:29Z,Final,55,25
647,2021020648,20212022,R,2022-02-21T01:00:00Z,2022-02-21T03:31:15Z,Final,30,22
648,2021020649,20212022,R,2022-01-13T03:00:00Z,2022-01-13T05:25:02Z,Final,10,53
0,2021020650,20212022,R,2022-01-14T00:00:00Z,2022-01-14T02:46:07Z,Final,4,6
1,2021020651,20212022,R,2022-01-14T00:30:00Z,2022-01-14T03:02:07Z,Final,52,17
2,2021020652,20212022,R,2022-01-14T00:00:00Z,2022-01-14T02:42:34Z,Final,23,14
3,2021020653,20212022,R,2022-01-14T00:30:00Z,2022-01-14T03:05:28Z,Final,1,2
4,2021020654,20212022,R,2022-01-14T00:00:00Z,2022-01-14T02:24:02Z,Final,29,12
5,2021020655,20212022,R,2022-01-14T01:30:00Z,2022-01-14T04:18:21Z,Final,8,16
6,2021020656,20212022,R,2022-01-14T01:00:00Z,2022-01-14T03:27:52Z,Final,55,19
7,2021020657,20212022,R,2022-01-14T01:00:00Z,2022-01-14T03:33:10Z,Final,7,18
8,2021020658,20212022,R,2022-01-14T02:00:00Z,2022-01-14T04:25:53Z,Final,9,20
9,2021020659,20212022,R,2022-01-14T03:30:00Z,2022-01-14T06:02:48Z,Final,5,26
10,2021020660,20212022,R,2022-01-14T03:30:00Z,2022-01-14T06:02:22Z,Final,3,28
11,2021020661,20212022,R,2022-01-15T00:00:00Z,2022-01-15T02:43:22Z,Final,25,13
12,2021020662,20212022,R,2022-01-15T01:00:00Z,2022-01-15T03:44:22Z,Final,24,30
13,2021020663,20212022,R,2022-01-15T02:00:00Z,2022-01-15T04:47:10Z,Final,53,21
14,2021020664,20212022,R,2022-02-09T02:00:00Z,2022-02-09T04:27:08Z,Final,54,22
15,2021020665,20212022,R,2022-01-15T18:00:00Z,2022-01-15T20:53:27Z,Final,18,6
16,2021020666,20212022,R,2022-02-09T00:00:00Z,2022-02-09T02:34:30Z,Final,1,8
17,2021020667,20212022,R,2022-01-16T00:00:00Z,2022-01-16T02:34:35Z,Final,7,17
18,2021020668,20212022,R,2022-01-16T00:00:00Z,2022-01-16T02:39:32Z,Final,25,14
19,2021020669,20212022,R,2022-01-15T23:00:00Z,2022-01-16T01:27:39Z,Final,29,13
20,2021020670,20212022,R,2022-01-15T19:00:00Z,2022-01-15T21:28:59Z,Final,15,2
21,2021020671,20212022,R,2022-01-16T00:00:00Z,2022-01-16T02:19:35Z,Final,3,4
22,2021020672,20212022,R,2022-01-15T18:00:00Z,2022-01-15T20:37:54Z,Final,23,12
23,2021020673,20212022,R,2022-01-16T01:30:00Z,2022-01-16T03:55:58Z,Final,24,16
24,2021020674,20212022,R,2022-01-16T00:00:00Z,2022-01-16T02:48:38Z,Final,10,19
25,2021020675,20212022,R,2022-03-25T00:00:00Z,2022-03-25T02:33:13Z,Final,9,52
26,2021020676,20212022,R,2022-02-10T02:30:00Z,2022-02-10T05:15:54Z,Final,54,20
27,2021020677,20212022,R,2022-01-16T02:00:00Z,2022-01-16T04:27:53Z,Final,21,53
28,2021020678,20212022,R,2022-01-16T03:30:00Z,2022-01-16T06:00:55Z,Final,5,28
29,2021020679,20212022,R,2022-01-16T03:00:00Z,2022-01-16T05:29:51Z,Final,26,55
30,2021020680,20212022,R,2022-01-16T19:00:00Z,2022-01-16T21:36:13Z,Final,23,15
31,2021020681,20212022,R,2022-02-19T21:00:00Z,2022-02-19T23:34:45Z,Final,22,52
32,2021020682,20212022,R,2022-01-17T18:00:00Z,2022-01-17T20:37:59Z,Final,17,7
33,2021020683,20212022,R,2022-02-01T00:30:00Z,2022-02-01T03:10:43Z,Final,1,10
34,2021020684,20212022,R,2022-01-18T00:30:00Z,2022-01-18T02:55:04Z,Final,4,2
35,2021020685,20212022,R,2022-01-18T01:00:00Z,2022-01-18T04:06:41Z,Final,18,19
36,2021020686,20212022,R,2022-01-17T20:00:00Z,2022-01-17T22:59:56Z,Final,30,21
37,2021020687,20212022,R,2022-01-17T21:00:00Z,2022-01-17T23:28:06Z,Final,8,53
38,2021020688,20212022,R,2022-01-18T03:00:00Z,2022-01-18T05:35:57Z,Final,5,54
39,2021020689,20212022,R,2022-01-17T21:00:00Z,2022-01-17T23:29:20Z,Final,26,28
40,2021020690,20212022,R,2022-01-17T22:00:00Z,2022-01-18T00:46:18Z,Final,16,55
41,2021020691,20212022,R,2022-01-19T00:00:00Z,2022-01-19T02:58:58Z,Final,12,6
42,2021020692,20212022,R,2022-01-19T00:00:00Z,2022-01-19T02:38:28Z,Final,7,9
43,2021020693,20212022,R,2022-03-11T00:30:00Z,2022-03-11T03:09:25Z,Final,29,2
44,2021020694,20212022,R,2022-02-10T00:00:00Z,2022-02-10T02:34:16Z,Final,17,4
45,2021020695,20212022,R,2022-01-19T00:00:00Z,2022-01-19T02:44:23Z,Final,52,15
46,2021020696,20212022,R,2022-01-19T01:00:00Z,2022-01-19T03:37:28Z,Final,23,18
47,2021020697,20212022,R,2022-01-19T01:30:00Z,2022-01-19T04:31:15Z,Final,8,25
48,2021020698,20212022,R,2022-01-19T02:00:00Z,2022-01-19T04:41:10Z,Final,13,20
49,2021020699,20212022,R,2022-02-10T01:00:00Z,2022-02-10T03:38:22Z,Final,16,22
50,2021020700,20212022,R,2022-01-19T03:30:00Z,2022-01-19T06:14:55Z,Final,14,26
51,2021020701,20212022,R,2022-01-20T00:00:00Z,2022-01-20T02:29:07Z,Final,53,1
52,2021020702,20212022,R,2022-01-20T00:30:00Z,2022-01-20T03:15:35Z,Final,10,3
53,2021020703,20212022,R,2022-01-20T03:00:00Z,2022-01-20T05:52:36Z,Final,21,24
54,2021020704,20212022,R,2022-01-21T00:00:00Z,2022-01-21T02:49:36Z,Final,15,6
55,2021020705,20212022,R,2022-01-21T00:00:00Z,2022-01-21T02:43:37Z,Final,25,7
56,2021020706,20212022,R,2022-01-21T00:00:00Z,2022-01-21T02:32:35Z,Final,29,4
57,2021020707,20212022,R,2022-01-21T00:00:00Z,2022-01-21T02:53:10Z,Final,9,5
58,2021020708,20212022,R,2022-01-21T01:00:00Z,2022-01-21T03:44:17Z,Final,52,18
59,2021020709,20212022,R,2022-01-21T02:00:00Z,2022-01-21T04:27:44Z,Final,13,22
60,2021020710,20212022,R,2022-01-21T03:00:00Z,2022-01-21T05:43:45Z,Final,8,54
61,2021020711,20212022,R,2022-01-21T02:30:00Z,2022-01-21T05:08:32Z,Final,21,26
62,2021020712,20212022,R,2022-01-21T03:00:00Z,2022-01-21T05:30:33Z,Final,28,55
63,2021020713,20212022,R,2022-01-22T00:30:00Z,2022-01-22T03:12:59Z,Final,25,17
64,2021020714,20212022,R,2022-01-22T00:30:00Z,2022-01-22T03:01:58Z,Final,53,2
65,2021020715,20212022,R,2022-01-22T00:00:00Z,2022-01-22T02:35:45Z,Final,3,12
66,2021020716,20212022,R,2022-01-22T00:00:00Z,2022-01-22T02:39:04Z,Final,5,29
67,2021020717,20212022,R,2022-01-22T01:30:00Z,2022-01-22T03:57:01Z,Final,30,16
68,2021020718,20212022,R,2022-01-22T03:00:00Z,2022-01-22T05:45:59Z,Final,13,23
69,2021020719,20212022,R,2022-01-22T03:00:00Z,2022-01-22T05:47:47Z,Final,14,24
70,2021020720,20212022,R,2022-01-22T03:00:00Z,2022-01-22T05:39:58Z,Final,19,55
71,2021020721,20212022,R,2022-01-22T20:00:00Z,2022-01-22T22:34:47Z,Final,52,6
72,2021020722,20212022,R,2022-01-22T18:00:00Z,2022-01-22T20:33:10Z,Final,4,7
73,2021020723,20212022,R,2022-04-17T23:30:00Z,2022-04-18T02:10:30Z,Final,2,10
74,2021020724,20212022,R,2022-01-23T00:00:00Z,2022-01-23T02:39:53Z,Final,12,1
75,2021020725,20212022,R,2022-01-23T00:00:00Z,2022-01-23T02:33:28Z,Final,53,3
76,2021020726,20212022,R,2022-01-23T00:00:00Z,2022-01-23T02:46:42Z,Final,9,15
77,2021020727,20212022,R,2022-01-23T01:30:00Z,2022-01-23T04:04:52Z,Final,17,18
78,2021020728,20212022,R,2022-01-23T02:00:00Z,2022-01-23T04:53:34Z,Final,16,30
79,2021020729,20212022,R,2022-01-23T00:00:00Z,2022-01-23T02:53:36Z,Final,8,21
80,2021020730,20212022,R,2022-01-23T03:00:00Z,2022-01-23T05:44:11Z,Final,20,22
81,2021020731,20212022,R,2022-01-23T03:30:00Z,2022-01-23T06:02:20Z,Final,14,28
82,2021020732,20212022,R,2022-01-24T00:00:00Z,2022-01-24T02:34:26Z,Final,26,1
83,2021020733,20212022,R,2022-01-23T18:00:00Z,2022-01-23T20:51:04Z,Final,52,5
84,2021020734,20212022,R,2022-01-23T23:00:00Z,2022-01-24T01:26:49Z,Final,9,29
85,2021020735,20212022,R,2022-01-24T03:00:00Z,2022-01-24T05:33:10Z,Final,19,23
86,2021020736,20212022,R,2022-01-24T02:00:00Z,2022-01-24T04:37:13Z,Final,13,55
87,2021020737,20212022,R,2022-01-25T00:00:00Z,2022-01-25T02:44:42Z,Final,24,6
88,2021020738,20212022,R,2022-01-25T00:00:00Z,2022-01-25T02:52:59Z,Final,26,3
89,2021020739,20212022,R,2022-01-25T00:00:00Z,2022-01-25T02:36:32Z,Final,25,4
90,2021020740,20212022,R,2022-01-25T00:00:00Z,2022-01-25T02:42:17Z,Final,54,15
91,2021020741,20212022,R,2022-01-25T01:00:00Z,2022-01-25T03:42:43Z,Final,8,30
92,2021020742,20212022,R,2022-01-25T02:00:00Z,2022-01-25T04:31:52Z,Final,16,21
93,2021020743,20212022,R,2022-01-25T02:00:00Z,2022-01-25T04:28:41Z,Final,19,20
94,2021020744,20212022,R,2022-01-26T00:00:00Z,2022-01-26T02:41:13Z,Final,7,9
95,2021020745,20212022,R,2022-01-26T00:00:00Z,2022-01-26T02:37:21Z,Final,25,1
96,2021020746,20212022,R,2022-01-26T00:30:00Z,2022-01-26T03:03:43Z,Final,4,2
97,2021020747,20212022,R,2022-01-26T00:00:00Z,2022-01-26T02:28:25Z,Final,53,5
98,2021020748,20212022,R,2022-01-26T00:00:00Z,2022-01-26T02:48:26Z,Final,54,12
99,2021020749,20212022,R,2022-01-26T01:00:00Z,2022-01-26T03:26:02Z,Final,13,52
100,2021020750,20212022,R,2022-01-26T03:00:00Z,2022-01-26T05:37:20Z,Final,22,23
101,2021020751,20212022,R,2022-01-26T03:00:00Z,2022-01-26T05:31:43Z,Final,18,55
102,2021020752,20212022,R,2022-01-27T00:00:00Z,2022-01-27T02:57:48Z,Final,24,10
103,2021020753,20212022,R,2022-01-27T00:30:00Z,2022-01-27T03:25:17Z,Final,16,17
104,2021020754,20212022,R,2022-01-27T00:00:00Z,2022-01-27T02:37:51Z,Final,28,15
105,2021020755,20212022,R,2022-01-27T00:00:00Z,2022-01-27T02:40:16Z,Final,20,29
106,2021020756,20212022,R,2022-01-27T03:00:00Z,2022-01-27T06:12:37Z,Final,6,21
107,2021020757,20212022,R,2022-01-28T00:00:00Z,2022-01-28T02:33:02Z,Final,24,8
108,2021020758,20212022,R,2022-01-28T00:00:00Z,2022-01-28T02:44:03Z,Final,12,9
109,2021020759,20212022,R,2022-01-28T00:00:00Z,2022-01-28T02:33:49Z,Final,1,14
110,2021020760,20212022,R,2022-01-28T00:00:00Z,2022-01-28T02:32:43Z,Final,54,13
111,2021020761,20212022,R,2022-01-28T00:00:00Z,2022-01-28T02:28:56Z,Final,26,2
112,2021020762,20212022,R,2022-01-28T00:00:00Z,2022-01-28T02:31:45Z,Final,55,5
113,2021020763,20212022,R,2022-01-28T00:00:00Z,2022-01-28T02:35:39Z,Final,3,29
114,2021020764,20212022,R,2022-01-28T01:00:00Z,2022-01-28T03:35:20Z,Final,20,19
115,2021020765,20212022,R,2022-01-28T01:00:00Z,2022-01-28T03:32:19Z,Final,23,52
116,2021020766,20212022,R,2022-01-28T02:00:00Z,2022-01-28T04:43:43Z,Final,18,22
117,2021020767,20212022,R,2022-01-29T01:00:00Z,2022-01-29T03:48:33Z,Final,30,3
118,2021020768,20212022,R,2022-01-29T00:00:00Z,2022-01-29T02:51:15Z,Final,17,5
119,2021020769,20212022,R,2022-01-29T01:30:00Z,2022-01-29T04:19:24Z,Final,21,16
120,2021020770,20212022,R,2022-01-29T02:00:00Z,2022-01-29T04:31:09Z,Final,15,25
121,2021020771,20212022,R,2022-01-29T02:00:00Z,2022-01-29T04:39:59Z,Final,6,53
122,2021020772,20212022,R,2022-01-30T00:00:00Z,2022-01-30T02:41:01Z,Final,22,8
123,2021020773,20212022,R,2022-01-29T17:30:00Z,2022-01-29T20:04:36Z,Final,24,9
124,2021020774,20212022,R,2022-01-30T00:00:00Z,2022-01-30T02:47:11Z,Final,10,17
125,2021020775,20212022,R,2022-01-30T00:00:00Z,2022-01-30T02:51:35Z,Final,54,14
126,2021020776,20212022,R,2022-01-29T23:00:00Z,2022-01-30T01:39:30Z,Final,28,13
127,2021020777,20212022,R,2022-02-03T00:00:00Z,2022-02-03T02:25:02Z,Final,55,2
128,2021020778,20212022,R,2022-01-29T18:00:00Z,2022-01-29T20:44:55Z,Final,26,4
129,2021020779,20212022,R,2022-01-30T00:00:00Z,2022-01-30T02:35:20Z,Final,1,12
130,2021020780,20212022,R,2022-01-29T20:00:00Z,2022-01-29T22:36:07Z,Final,52,19
131,2021020781,20212022,R,2022-01-30T03:00:00Z,2022-01-30T05:45:49Z,Final,23,20
132,2021020782,20212022,R,2022-01-30T02:00:00Z,2022-01-30T04:24:37Z,Final,7,53
133,2021020783,20212022,R,2022-01-31T00:00:00Z,2022-01-31T02:33:53Z,Final,29,8
134,2021020784,20212022,R,2022-01-31T00:30:00Z,2022-01-31T03:04:08Z,Final,30,2
135,2021020785,20212022,R,2022-01-30T18:00:00Z,2022-01-30T20:35:06Z,Final,55,3
136,2021020786,20212022,R,2022-01-30T18:00:00Z,2022-01-30T20:40:01Z,Final,26,5
137,2021020787,20212022,R,2022-01-30T22:00:00Z,2022-01-31T00:37:35Z,Final,28,12
138,2021020788,20212022,R,2022-02-13T01:00:00Z,2022-02-13T03:26:33Z,Final,16,19
139,2021020789,20212022,R,2022-01-31T00:00:00Z,2022-01-31T02:31:10Z,Final,6,25
140,2021020790,20212022,R,2022-01-31T01:00:00Z,2022-01-31T03:40:04Z,Final,7,21
141,2021020791,20212022,R,2022-02-01T00:30:00Z,2022-02-01T03:13:42Z,Final,22,9
142,2021020792,20212022,R,2022-02-01T00:30:00Z,2022-02-01T03:04:27Z,Final,24,17
143,2021020793,20212022,R,2022-02-01T00:00:00Z,2022-02-01T02:36:46Z,Final,13,29
144,2021020794,20212022,R,2022-02-01T00:30:00Z,2022-02-01T03:01:41Z,Final,23,16
145,2021020795,20212022,R,2022-02-02T00:00:00Z,2022-02-02T02:41:56Z,Final,55,6
146,2021020796,20212022,R,2022-02-18T00:00:00Z,2022-02-18T02:48:24Z,Final,19,8
147,2021020797,20212022,R,2022-02-02T00:00:00Z,2022-02-02T02:45:04Z,Final,28,14
148,2021020798,20212022,R,2022-02-02T00:00:00Z,2022-02-02T02:36:14Z,Final,10,1
149,2021020799,20212022,R,2022-02-02T00:30:00Z,2022-02-02T02:58:35Z,Final,9,2
150,2021020800,20212022,R,2022-02-02T00:00:00Z,2022-02-02T02:35:53Z,Final,13,3
151,2021020801,20212022,R,2022-02-02T00:00:00Z,2022-02-02T02:34:43Z,Final,52,4
152,2021020802,20212022,R,2022-02-02T00:00:00Z,2022-02-02T02:54:54Z,Final,15,5
153,2021020803,20212022,R,2022-02-02T01:00:00Z,2022-02-02T03:31:11Z,Final,23,18
154,2021020804,20212022,R,2022-02-02T01:30:00Z,2022-02-02T04:05:01Z,Final,20,25
155,2021020805,20212022,R,2022-02-02T02:00:00Z,2022-02-02T04:47:26Z,Final,53,21
156,2021020806,20212022,R,2022-02-02T03:00:00Z,2022-02-02T05:32:26Z,Final,7,54
157,2021020807,20212022,R,2022-02-03T00:30:00Z,2022-02-03T03:02:56Z,Final,26,17
158,2021020808,20212022,R,2022-02-03T00:00:00Z,2022-02-03T02:43:37Z,Final,22,15
159,2021020809,20212022,R,2022-02-03T02:30:00Z,2022-02-03T05:07:29Z,Final,30,16
160,2021020810,20212022,R,2022-02-03T02:30:00Z,2022-02-03T05:01:28Z,Final,20,53
161,2021020811,20212022,R,2022-02-12T17:00:00Z,2022-02-12T19:34:22Z,Final,4,17
162,2021020812,20212022,R,2022-02-24T00:30:00Z,2022-02-24T03:11:57Z,Final,22,14
163,2021020813,20212022,R,2022-02-24T00:30:00Z,2022-02-24T03:16:47Z,Final,52,25
164,2021020814,20212022,R,2022-02-24T03:00:00Z,2022-02-24T05:41:53Z,Final,26,53
165,2021020815,20212022,R,2022-02-25T00:00:00Z,2022-02-25T02:37:51Z,Final,30,10
166,2021020816,20212022,R,2022-02-25T00:00:00Z,2022-02-25T02:33:42Z,Final,29,13
167,2021020817,20212022,R,2022-02-13T18:30:00Z,2022-02-13T20:56:03Z,Final,5,1
168,2021020818,20212022,R,2022-02-25T00:00:00Z,2022-02-25T02:33:47Z,Final,15,3
169,2021020819,20212022,R,2022-02-25T01:30:00Z,2022-02-25T04:14:48Z,Final,25,18
170,2021020820,20212022,R,2022-02-25T03:00:00Z,2022-02-25T05:46:09Z,Final,20,23
171,2021020821,20212022,R,2022-02-25T03:30:00Z,2022-02-25T06:19:01Z,Final,2,28
172,2021020822,20212022,R,2022-02-25T03:00:00Z,2022-02-25T05:39:58Z,Final,6,55
173,2021020823,20212022,R,2022-02-26T00:00:00Z,2022-02-26T02:37:07Z,Final,29,12
174,2021020824,20212022,R,2022-02-26T01:30:00Z,2022-02-26T04:15:36Z,Final,1,16
175,2021020825,20212022,R,2022-02-26T01:00:00Z,2022-02-26T03:31:52Z,Final,7,19
176,2021020826,20212022,R,2022-02-26T02:00:00Z,2022-02-26T04:32:07Z,Final,52,21
177,2021020827,20212022,R,2022-02-26T02:30:00Z,2022-02-26T04:59:01Z,Final,54,53
178,2021020828,20212022,R,2022-02-26T03:00:00Z,2022-02-26T05:35:51Z,Final,26,24
179,2021020829,20212022,R,2022-04-26T23:00:00Z,2022-04-27T01:30:16Z,Final,17,10
180,2021020830,20212022,R,2022-02-27T00:00:00Z,2022-02-27T02:38:22Z,Final,8,9
181,2021020831,20212022,R,2022-02-26T17:30:00Z,2022-02-26T20:13:31Z,Final,22,13
182,2021020832,20212022,R,2022-02-26T17:30:00Z,2022-02-26T20:05:20Z,Final,15,4
183,2021020833,20212022,R,2022-02-26T20:00:00Z,2022-02-26T22:43:38Z,Final,3,5
184,2021020834,20212022,R,2022-02-27T00:30:00Z,2022-02-27T03:32:17Z,Final,14,18
185,2021020835,20212022,R,2022-02-27T03:00:00Z,2022-02-27T06:02:19Z,Final,30,20
186,2021020836,20212022,R,2022-02-27T03:00:00Z,2022-02-27T05:35:36Z,Final,21,54
